id,title,description,availability,condition,price,link,image_link,brand,google_product_category
28,Sinfonía Botánica: Flores de Lujo en Mérida | Delour,"Descubre Sinfonía Botánica en Delour Floristería: arreglos florales elegantes con lirios, rosas y follaje en tonos vibrantes. Entrega a domicilio en Mérida, Yucatán. ¡Obsequia abundancia y estilo hoy!",in_stock,new,3450.00 MXN,https://delour.mx/productos/sinfonia-botanica-arreglo-floral-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjExLCJwdXIiOiJibG9iX2lkIn19--26c144175d4c44b30c20786c75599848f154120c/sinfonia-botanica-arreglo-floral-merida-yucatan.webp,Delour,2899
56,Raíz de Armonía Floral en Mérida - Delour Floristería,"Raíz de Armonía: arreglo floral sereno con rosas durazno y lila para gratitud o calma. Entrega exprés a domicilio en Mérida, Yucatán. Ordena lujo en Delour Floristería hoy.",in_stock,new,1400.00 MXN,https://delour.mx/productos/raiz-armonia-arreglo-floral-entrega-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTg3LCJwdXIiOiJibG9iX2lkIn19--3a4345c94e5fd19d639d8953e6be40a0b6d74480/armonia%201250.png,Delour,2899
23,Amanecer Jardín: Arreglo Floral en Mérida | Delour,"Ilumina cualquier ocasión con Amanecer Jardín: gerberas amarillas y rosas durazno en diseño exclusivo. Entrega rápida a domicilio en Mérida, Yucatán por Delour Floristería. ¡Ordena ahora y regala frescura!",in_stock,new,1780.00 MXN,https://delour.mx/productos/amanecer-jardin-arreglo-floral-merida-yucatan,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTYsInB1ciI6ImJsb2JfaWQifX0=--951a70cfae435161394fc91ff3d3acd400dfdaab/47.webp,Delour,2899
26,Ambar Botánico: Arreglo Floral Exclusivo en Mérida | Delour,"Celebra con Ambar Botánico, arreglo contemporáneo de lirios naranjas y pampas en Delour Floristería. Entrega a domicilio en Mérida, Yucatán. ¡Obsequia elegancia y calidez otoñal hoy!",in_stock,new,1800.00 MXN,https://delour.mx/productos/ambar-botonico-arreglo-floral-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTAsInB1ciI6ImJsb2JfaWQifX0=--ddd075da418435d9fa158fcaf600eb95ac780aa6/35.webp,Delour,2899
21,Arreglo Gratitud Floral Mérida | Delour Floristería,"Expresa gratitud con el vibrante Arreglo Gratitud Floral de Delour: rosas, claveles y lirios en tonos alegres. Entrega a domicilio en Mérida, Yucatán. ¡Ordena ahora y regala aprecio elegante!",in_stock,new,2200.00 MXN,https://delour.mx/productos/arreglo-gratitud-floral-merida-yucatan,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTAwLCJwdXIiOiJibG9iX2lkIn19--545dde0dca1f54c800f1cfdb4d1224e870987ae0/52.webp,Delour,2899
19,Arreglo Serenité en Mérida | Delour Floristería,"Expresa serenidad con el arreglo Serenité de Delour Floristería: rosas blancas y margaritas en Mérida, Yucatán. Ideal para condolencias. Entrega a domicilio rápida. ¡Ordena elegancia hoy!",in_stock,new,1300.00 MXN,https://delour.mx/productos/serenite-arreglo-floral-blanco-merida-yucatan,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTA2LCJwdXIiOiJibG9iX2lkIn19--9ff93a307655529b5560035ab0ac7b6a5c01b2bf/64.webp,Delour,2899
53,Raíz Romántica Delour - Flores Mérida Yucatán,"Expresa amor profundo con Raíz Romántica de Delour Floristería: rosas rojas, claveles y base de madera. Entrega a domicilio en Mérida, Yucatán. Ordena ahora para Día de las Madres y sorprende con lujo.",in_stock,new,1600.00 MXN,https://delour.mx/productos/raiz-romantica-arreglo-floral-merida-yucatan,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTgxLCJwdXIiOiJibG9iX2lkIn19--289de89bcdadbab86304307f2677d32538156bd8/12.webp,Delour,2899
17,Sakura Glow: Arreglo Floral Lujo Mérida - Delour,"Descubre Sakura Glow, elegante arreglo con orquídeas magenta y rosas vibrantes. Entrega a domicilio en Mérida, Yucatán. Sorprende con diseño exclusivo de Delour Floristería. ¡Ordena ahora y transforma espacios!",in_stock,new,1900.00 MXN,https://delour.mx/productos/sakura-glow-arreglo-floral-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjQ4LCJwdXIiOiJibG9iX2lkIn19--620aa4484c759d0e399f7906aacaf44ea92f2162/Sakura-glow-orquideas-en-merida.webp,Delour,2899
43,Raíz de Primavera: Flores para Mamá en Mérida - Delour,"Celebra el Día de las Madres con Raíz de Primavera, arreglo floral elegante con rosas blush y hortensias. Entrega a domicilio en Mérida, Yucatán. ¡Sorprende a mamá con Delour Floristería hoy!",in_stock,new,2100.00 MXN,https://delour.mx/productos/raiz-primavera-arreglo-floral-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTU4LCJwdXIiOiJibG9iX2lkIn19--5ef544bd7c6078f92e6a98cb835199aa7bc65fdb/7.webp,Delour,2899
51,Raíz de Fortaleza: Flores para Mamá en Mérida - Delour,"Descubre Raíz de Fortaleza, arreglo floral de lujo que honra la fuerza de mamá con rosas rosas y diseño exclusivo. Entrega rápida a domicilio en Mérida, Yucatán. ¡Ordena ahora en Delour Floristería!",in_stock,new,1800.00 MXN,https://delour.mx/productos/raiz-fortaleza-arreglo-flores-merida-delour,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc5LCJwdXIiOiJibG9iX2lkIn19--adad47f556bcf21b8fd6b632fea7df8ee2842125/14.webp,Delour,2899
39,Raíz de Ternura: Arreglo Delour en Mérida,"Descubre Raíz de Ternura, arreglo floral elegante con rosas blush para el Día de las Madres. Entrega rápida en Mérida, Yucatán. Expresa amor profundo con Delour Floristería. ¡Ordena ahora!",in_stock,new,1900.00 MXN,https://delour.mx/productos/raiz-ternura-arreglo-floral-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTU0LCJwdXIiOiJibG9iX2lkIn19--397ad7403d708bf2b4e75f7c1a7dd1c44e8a27fa/11.webp,Delour,2899
16,Susurro Rosé: Flores de Lujo en Mérida - Delour,"Descubre Susurro Rosé, un arreglo floral romántico con rosas pastel y lirios en Mérida. Entrega a domicilio rápida en Yucatán. Sorprende con elegancia de Delour Floristería. ¡Ordena ahora!",in_stock,new,2300.00 MXN,https://delour.mx/productos/susurro-rose-arreglo-floral-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTE1LCJwdXIiOiJibG9iX2lkIn19--a5493df171ffb31ae09f1a25ec85dd17c286a21d/70.webp,Delour,2899
13,Promesa Rosa: Bouquet Elegante en Mérida | Delour,"El bouquet Promesa Rosa de Delour Floristería evoca romanticismo con rosas blush y lirios frescos. Ideal para aniversarios y gratitud. Entrega a domicilio en Mérida, Yucatán. ¡Ordena ya tu arreglo exclusivo!",in_stock,new,1600.00 MXN,https://delour.mx/productos/promesa-rosa-entrega-merida-yucatan,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTIzLCJwdXIiOiJibG9iX2lkIn19--57045979f12b0d8751005251bca599c8a56bf79c/78.webp,Delour,2899
11,Escarlata Delour: Rosas Rojas Premium Mérida | Delour,"Escarlata Delour: Arreglo floral sofisticado con rosas rojas y lisianthus morado. Entrega en Mérida, Yucatán, para aniversarios inolvidables. ¡Obsequia pasión con Delour Floristería hoy!",in_stock,new,1850.00 MXN,https://delour.mx/productos/escarlata-delour-arreglo-floral-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTI3LCJwdXIiOiJibG9iX2lkIn19--6a1c526828551ca63ee5680d2c96ad0cc1f28afe/39.webp,Delour,2899
10,Arreglo Carmesí Delour en Mérida | Delour Floristería,"Descubre el arreglo Carmesí Delour: rosas rojas premium y tonos morados en diseño exclusivo. Entrega rápida a domicilio en Mérida, Yucatán. Obsequia sofisticación con Delour Floristería. ¡Pide ahora!",in_stock,new,2050.00 MXN,https://delour.mx/productos/arreglo-floral-carmesi-delour-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjM1LCJwdXIiOiJibG9iX2lkIn19--eb5179c1f676b55ce01fd267836273a02b65817b/Carmesi%CC%81-Delour-Ramos-rosas-en-merida.webp,Delour,2899
9,Eterno Carmín: Rosas Rojas Premium Mérida | Delour,"Descubre Eterno Carmín, arreglo de rosas rojas intensas para amor apasionado. Entrega rápida en Mérida, Yucatán por Delour Floristería. ¡Obsequia elegancia ahora!",in_stock,new,2250.00 MXN,https://delour.mx/productos/eterno-carm%C3%ADn-rosas-rojas-merida-delour,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTMxLCJwdXIiOiJibG9iX2lkIn19--02246b5ece1f6bc647cb21c29d668fa831f77f7a/35.webp,Delour,2899
70,Obsidiana Rouge: Flores de Lujo Mérida | Delour,Descubre Obsidiana Rouge en Delour Mérida. Elegancia floral con rosas premium en Yucatán. ¡Entrega a domicilio!,in_stock,new,3870.00 MXN,https://delour.mx/productos/obsidiana-rouge-merida-delour,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6ODMwLCJwdXIiOiJibG9iX2lkIn19--169688a020c9346d4c4085a7f9f94a4f47411ab6/Obsidiana-rouge-disen%CC%83os-florales-premium-en-merida.webp,Delour,2899
73,Peonía Mousse Mérida | Delour Floristería,"Descubre Peonía Mousse en Mérida, Yucatán. Elegancia floral única de Delour. ¡Pide tu ramo de peonías hoy y disfruta de entrega a domicilio!",in_stock,new,5600.00 MXN,https://delour.mx/productos/peonia-mousse-merida-delour,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6ODcwLCJwdXIiOiJibG9iX2lkIn19--58394946f70079fe7665b8a06e92cc0cb217dc24/Peoni%CC%81a-Mousse-ramo-de-peoni%CC%81as-en-me%CC%81rida.webp,Delour,2899
80,Bleu Céleste – Hortensias Azules Mérida | Delour Floristería,Regala elegancia con el ramo Bleu Céleste de hortensias azules y rosas blancas. Envío rápido y fresco a domicilio en Mérida. ¡Ordena ahora!,in_stock,new,1399.00 MXN,https://delour.mx/productos/bleu-celeste-floristeria-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTgxLCJwdXIiOiJibG9iX2lkIn19--3e5c3f7ef9ab4a80a52b0424b25e29f6ca99ce24/Bleu%20Ce%CC%81leste-ramos-de-flores-en-merida.webp,Delour,2899
84,Rouge Impérial – Flores Premium en Mérida | Delour,"Descubre Rouge Impérial, arreglo floral artificial premium de rojos intensos. Entrega rápida en Mérida. Compra ahora en Delour Floristería.",in_stock,new,3899.00 MXN,https://delour.mx/productos/rouge-imperial-merida,https://delour.mx/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTA2NCwicHVyIjoiYmxvYl9pZCJ9fQ==--f3352f694b7e54ec209f47a54800791c35a5c6b6/Rouge-eternel-flores-artificiales-en-merida.webp,Delour,2899
